number,time,event,station
365,1027.8397380677695,Task complete,Ambulance 4.6
366,143.92237904216054,New patient priority A1,Region 1
366,827.7385156974785,Ambulance dispatched,Ambulance 1.9
366,1028.1122465124158,Task complete,Ambulance 1.9
367,143.24464311769987,New patient priority A2,Region 0
367,987.1909976470769,Ambulance dispatched,Ambulance 0.12
367,1029.6489179091302,Task complete,Ambulance 0.12
368,147.690014172826,New patient priority A1,Region 4
368,1027.8397380677695,Ambulance dispatched,Ambulance 4.6
368,1045.755276708675,Task complete,Ambulance 4.6
369,148.39515163609389,New patient priority A1,Region 1
369,1015.051038337269,Ambulance dispatched,Ambulance 1.12
369,1048.9725254300179,Task complete,Ambulance 1.12
370,150.19381840253,New patient priority B,Region 1
370,1028.1122465124158,Ambulance dispatched,Ambulance 1.9
370,1054.1131375589625,Task complete,Ambulance 1.9
371,141.5579865208206,New patient priority A1,Region 4
371,712.5627168639016,Ambulance dispatched,Ambulance 4.15
371,1057.1386890913686,Task complete,Ambulance 4.15
372,144.43492954348625,New patient priority A1,Region 0
372,1029.6489179091302,Ambulance dispatched,Ambulance 0.12
372,1065.1987637656073,Task complete,Ambulance 0.12
373,181.19895754502596,New patient priority A2,Region 5
373,883.6682315114048,Ambulance dispatched,Ambulance 5.0
373,1067.5179570227815,Task complete,Ambulance 5.0
374,156.88962769956814,New patient priority B,Region 1
374,1054.1131375589625,Ambulance dispatched,Ambulance 1.9
374,1072.8758131415516,Task complete,Ambulance 1.9
375,189.99373076594253,New patient priority B,Region 6
375,909.2215201769724,Ambulance dispatched,Ambulance 6.0
375,1079.7615715894442,Task complete,Ambulance 6.0
376,190.8682457465,New patient priority B,Region 5
376,916.4342222816019,Ambulance dispatched,Ambulance 5.9
376,1083.0713299906588,Task complete,Ambulance 5.9
377,145.45029076236372,New patient priority B,Region 0
377,1065.1987637656073,Ambulance dispatched,Ambulance 0.12
377,1091.7972888784798,Task complete,Ambulance 0.12
378,161.8881763573157,New patient priority A1,Region 1
378,1072.8758131415516,Ambulance dispatched,Ambulance 1.9
378,1100.472934531123,Task complete,Ambulance 1.9
379,192.4095343026412,New patient priority A1,Region 6
379,1079.7615715894442,Ambulance dispatched,Ambulance 6.0
379,1100.666466310864,Task complete,Ambulance 6.0
380,191.34934460768096,New patient priority A2,Region 6
380,983.6463042303487,Ambulance dispatched,Ambulance 6.15
380,1101.3378040591358,Task complete,Ambulance 6.15
381,92.63393845567123,New patient priority A1,Region 6
381,92.63393845567123,Ambulance dispatched,Ambulance 6.11
381,1103.5562247198973,Task complete,Ambulance 6.11
382,120.98678395280751,New patient priority B,Region 3
382,910.9120720489753,Ambulance dispatched,Ambulance 3.12
382,1110.061527131089,Task complete,Ambulance 3.12
383,193.01132742352107,New patient priority A1,Region 5
383,1083.0713299906588,Ambulance dispatched,Ambulance 5.9
383,1111.084456637537,Task complete,Ambulance 5.9
384,146.62678652949108,New patient priority B,Region 5
384,418.2102557876505,Ambulance dispatched,Ambulance 5.15
384,1113.1793957347772,Task complete,Ambulance 5.15
385,165.29881765407083,New patient priority B,Region 1
385,1100.472934531123,Ambulance dispatched,Ambulance 1.9
385,1125.0594140285443,Task complete,Ambulance 1.9
386,195.8386688997589,New patient priority A1,Region 6
386,1103.5562247198973,Ambulance dispatched,Ambulance 6.11
386,1133.8540835204228,Task complete,Ambulance 6.11
387,194.04919305793942,New patient priority B,Region 5
387,1111.084456637537,Ambulance dispatched,Ambulance 5.9
387,1138.4996497619522,Task complete,Ambulance 5.9
388,146.47136952253408,New patient priority B,Region 0
388,1091.7972888784798,Ambulance dispatched,Ambulance 0.12
388,1151.7100878366823,Task complete,Ambulance 0.12
389,197.6669803467134,New patient priority A1,Region 6
389,1133.8540835204228,Ambulance dispatched,Ambulance 6.11
389,1156.458750116015,Task complete,Ambulance 6.11
390,193.4107780539382,New patient priority B,Region 6
390,1100.666466310864,Ambulance dispatched,Ambulance 6.0
390,1156.6880327990052,Task complete,Ambulance 6.0
391,31.446408985242684,New patient priority B,Region 0
391,31.446408985242684,Ambulance dispatched,Ambulance 0.8
391,1158.680858044228,Task complete,Ambulance 0.8
392,196.8628643088758,New patient priority A2,Region 5
392,1138.4996497619522,Ambulance dispatched,Ambulance 5.9
392,1162.261860306462,Task complete,Ambulance 5.9
393,195.26623919345855,New patient priority B,Region 5
393,1113.1793957347772,Ambulance dispatched,Ambulance 5.15
393,1164.70215264312,Task complete,Ambulance 5.15
394,147.642075641106,New patient priority B,Region 0
394,1151.7100878366823,Ambulance dispatched,Ambulance 0.12
394,1179.082561712039,Task complete,Ambulance 0.12
395,149.1473363763966,New patient priority A1,Region 0
395,1158.680858044228,Ambulance dispatched,Ambulance 0.8
395,1183.6069717480793,Task complete,Ambulance 0.8
396,200.38601924111114,New patient priority A2,Region 6
396,1156.458750116015,Ambulance dispatched,Ambulance 6.11
396,1186.767358536541,Task complete,Ambulance 6.11
397,204.48257011966714,New patient priority A2,Region 6
397,1156.6880327990052,Ambulance dispatched,Ambulance 6.0
397,1190.8833375804259,Task complete,Ambulance 6.0
398,138.08965704991076,New patient priority B,Region 4
398,658.8858668498908,Ambulance dispatched,Ambulance 4.12
398,1193.8091531627624,Task complete,Ambulance 4.12
399,199.16909930799955,New patient priority A1,Region 5
399,1162.261860306462,Ambulance dispatched,Ambulance 5.9
399,1198.384073358081,Task complete,Ambulance 5.9
400,151.28676102150376,New patient priority B,Region 0
400,1179.082561712039,Ambulance dispatched,Ambulance 0.12
400,1204.0723728722546,Task complete,Ambulance 0.12
401,167.01358308491484,New patient priority A1,Region 1
401,1125.0594140285443,Ambulance dispatched,Ambulance 1.9
401,1208.7793557389189,Task complete,Ambulance 1.9
402,212.77380514405084,New patient priority A1,Region 6
402,1190.8833375804259,Ambulance dispatched,Ambulance 6.0
402,1212.50226250329,Task complete,Ambulance 6.0
403,209.47333275384904,New patient priority A2,Region 6
403,1186.767358536541,Ambulance dispatched,Ambulance 6.11
403,1217.975721713677,Task complete,Ambulance 6.11
404,154.67827403145023,New patient priority A1,Region 4
404,1193.8091531627624,Ambulance dispatched,Ambulance 4.12
404,1220.6299553887081,Task complete,Ambulance 4.12
405,154.53152303844075,New patient priority A1,Region 0
405,1183.6069717480793,Ambulance dispatched,Ambulance 0.8
405,1221.297472077291,Task complete,Ambulance 0.8
406,202.67843201577085,New patient priority A2,Region 5
406,1164.70215264312,Ambulance dispatched,Ambulance 5.15
406,1222.2393444994068,Task complete,Ambulance 5.15
407,159.19628309901861,New patient priority B,Region 0
407,1204.0723728722546,Ambulance dispatched,Ambulance 0.12
407,1228.0969688464377,Task complete,Ambulance 0.12
408,207.53396488727245,New patient priority B,Region 5
408,1198.384073358081,Ambulance dispatched,Ambulance 5.9
408,1235.1771914986437,Task complete,Ambulance 5.9
409,214.44802786541842,New patient priority A1,Region 6
409,1212.50226250329,Ambulance dispatched,Ambulance 6.0
409,1235.8832258672587,Task complete,Ambulance 6.0
410,215.60748651550503,New patient priority A1,Region 6
410,1217.975721713677,Ambulance dispatched,Ambulance 6.11
410,1240.231000001647,Task complete,Ambulance 6.11
411,168.1858032211835,New patient priority B,Region 1
411,1208.7793557389189,Ambulance dispatched,Ambulance 1.9
411,1240.8568494897697,Task complete,Ambulance 1.9
412,211.7684615912271,New patient priority B,Region 5
412,1222.2393444994068,Ambulance dispatched,Ambulance 5.15
412,1241.5284234395192,Task complete,Ambulance 5.15
413,163.78850136296856,New patient priority A1,Region 0
413,1221.297472077291,Ambulance dispatched,Ambulance 0.8
413,1251.3015580955162,Task complete,Ambulance 0.8
414,159.3849090437588,New patient priority A2,Region 4
414,1220.6299553887081,Ambulance dispatched,Ambulance 4.12
414,1255.644218863368,Task complete,Ambulance 4.12
415,216.6164042120952,New patient priority A1,Region 6
415,1235.8832258672587,Ambulance dispatched,Ambulance 6.0
415,1268.5162113766633,Task complete,Ambulance 6.0
416,167.59030007813539,New patient priority A1,Region 0
416,1251.3015580955162,Ambulance dispatched,Ambulance 0.8
416,1275.4224009635159,Task complete,Ambulance 0.8
417,24.996925870217424,New patient priority A2,Region 3
417,24.996925870217424,Ambulance dispatched,Ambulance 3.2
417,1280.342946112676,Task complete,Ambulance 3.2
418,152.86092802810393,New patient priority B,Region 1
418,1048.9725254300179,Ambulance dispatched,Ambulance 1.12
418,1282.0268524063963,Task complete,Ambulance 1.12
419,189.26228170949818,New patient priority B,Region 5
419,892.045336188377,Ambulance dispatched,Ambulance 5.3
419,1284.1644013093583,Task complete,Ambulance 5.3
420,163.9146027927519,New patient priority A1,Region 4
420,1255.644218863368,Ambulance dispatched,Ambulance 4.12
420,1286.5645881044377,Task complete,Ambulance 4.12
421,169.19726058528505,New patient priority A2,Region 1
421,1240.8568494897697,Ambulance dispatched,Ambulance 1.9
421,1304.8292030714942,Task complete,Ambulance 1.9
422,123.03257770027874,New patient priority A1,Region 3
422,1280.342946112676,Ambulance dispatched,Ambulance 3.2
422,1308.049399845714,Task complete,Ambulance 3.2
423,170.2231921008707,New patient priority A1,Region 1
423,1282.0268524063963,Ambulance dispatched,Ambulance 1.12
423,1308.1476468531628,Task complete,Ambulance 1.12
424,218.84225164951405,New patient priority A2,Region 6
424,1268.5162113766633,Ambulance dispatched,Ambulance 6.0
424,1309.8523729189476,Task complete,Ambulance 6.0
425,216.22374759596414,New patient priority A2,Region 5
425,1284.1644013093583,Ambulance dispatched,Ambulance 5.3
425,1310.9088468851924,Task complete,Ambulance 5.3
426,215.1807814259939,New patient priority A1,Region 5
426,1241.5284234395192,Ambulance dispatched,Ambulance 5.15
426,1316.3520067397612,Task complete,Ambulance 5.15
427,103.19579540160052,New patient priority A2,Region 3
427,536.4422974271274,Ambulance dispatched,Ambulance 3.3
427,1328.157675925801,Task complete,Ambulance 3.3
428,213.88416094466888,New patient priority A2,Region 5
428,1235.1771914986437,Ambulance dispatched,Ambulance 5.9
428,1328.3038014233848,Task complete,Ambulance 5.9
429,220.3975207838982,New patient priority A2,Region 6
429,1309.8523729189476,Ambulance dispatched,Ambulance 6.0
429,1330.4607702907367,Task complete,Ambulance 6.0
430,171.40805874431808,New patient priority A1,Region 1
430,1304.8292030714942,Ambulance dispatched,Ambulance 1.9
430,1330.7410669044327,Task complete,Ambulance 1.9
431,192.0061854511584,New patient priority A2,Region 5
431,1067.5179570227815,Ambulance dispatched,Ambulance 5.0
431,1341.0756325638604,Task complete,Ambulance 5.0
432,218.3400283908665,New patient priority A1,Region 5
432,1316.3520067397612,Ambulance dispatched,Ambulance 5.15
432,1341.9049008280128,Task complete,Ambulance 5.15
433,219.72439832803224,New patient priority A2,Region 5
433,1328.3038014233848,Ambulance dispatched,Ambulance 5.9
433,1349.355589101602,Task complete,Ambulance 5.9
434,222.62851555533726,New patient priority B,Region 6
434,1330.4607702907367,Ambulance dispatched,Ambulance 6.0
434,1355.5350747781722,Task complete,Ambulance 6.0
435,124.26045271037094,New patient priority B,Region 3
435,1308.049399845714,Ambulance dispatched,Ambulance 3.2
435,1368.8878037792483,Task complete,Ambulance 3.2
436,221.6397176031467,New patient priority A1,Region 5
436,1341.0756325638604,Ambulance dispatched,Ambulance 5.0
436,1376.657228819772,Task complete,Ambulance 5.0
437,175.13251202097607,New patient priority A2,Region 1
437,1330.7410669044327,Ambulance dispatched,Ambulance 1.9
437,1376.9311939350766,Task complete,Ambulance 1.9
438,217.228506658824,New patient priority A1,Region 5
438,1310.9088468851924,Ambulance dispatched,Ambulance 5.3
438,1379.2598867331458,Task complete,Ambulance 5.3
439,224.5094777987976,New patient priority A1,Region 5
439,1341.9049008280128,Ambulance dispatched,Ambulance 5.15
439,1382.6324621199917,Task complete,Ambulance 5.15
440,125.87815562712436,New patient priority B,Region 3
440,1328.157675925801,Ambulance dispatched,Ambulance 3.3
440,1382.9357936381468,Task complete,Ambulance 3.3
441,128.22256684228552,New patient priority B,Region 3
441,1368.8878037792483,Ambulance dispatched,Ambulance 3.2
441,1394.7230188453714,Task complete,Ambulance 3.2
442,226.02020893927093,New patient priority B,Region 6
442,1355.5350747781722,Ambulance dispatched,Ambulance 6.0
442,1406.9195374712833,Task complete,Ambulance 6.0
443,238.29866182938383,New patient priority A2,Region 5
443,1382.6324621199917,Ambulance dispatched,Ambulance 5.15
443,1409.3356570984786,Task complete,Ambulance 5.15
444,236.7266234907664,New patient priority A1,Region 5
444,1379.2598867331458,Ambulance dispatched,Ambulance 5.3
444,1410.0687643234926,Task complete,Ambulance 5.3
445,178.46059285064223,New patient priority A1,Region 1
445,1376.9311939350766,Ambulance dispatched,Ambulance 1.9
445,1410.8132794317805,Task complete,Ambulance 1.9
446,168.66014250488394,New patient priority A1,Region 0
446,1275.4224009635159,Ambulance dispatched,Ambulance 0.8
446,1412.7315198390775,Task complete,Ambulance 0.8
447,172.94146718031368,New patient priority A1,Region 1
447,1308.1476468531628,Ambulance dispatched,Ambulance 1.12
447,1417.1940300712013,Task complete,Ambulance 1.12
448,131.79045760399433,New patient priority A2,Region 3
448,1382.9357936381468,Ambulance dispatched,Ambulance 3.3
448,1418.7470246543419,Task complete,Ambulance 3.3
449,183.19303200461187,New patient priority A2,Region 1
449,1410.8132794317805,Ambulance dispatched,Ambulance 1.9
449,1434.3660187713117,Task complete,Ambulance 1.9
450,230.79970732454228,New patient priority A1,Region 6
450,1406.9195374712833,Ambulance dispatched,Ambulance 6.0
450,1443.8228559000513,Task complete,Ambulance 6.0
451,166.2651262627684,New patient priority A1,Region 4
451,1286.5645881044377,Ambulance dispatched,Ambulance 4.12
451,1450.5811360361322,Task complete,Ambulance 4.12
452,239.42590666936042,New patient priority B,Region 5
452,1409.3356570984786,Ambulance dispatched,Ambulance 5.15
452,1453.1546070369714,Task complete,Ambulance 5.15
453,136.67830461632047,New patient priority A2,Region 3
453,1418.7470246543419,Ambulance dispatched,Ambulance 3.3
453,1453.8594793159757,Task complete,Ambulance 3.3
454,217.64631204505648,New patient priority A1,Region 6
454,1240.231000001647,Ambulance dispatched,Ambulance 6.11
454,1455.0552903897565,Task complete,Ambulance 6.11
455,233.72403637741436,New patient priority B,Region 5
455,1376.657228819772,Ambulance dispatched,Ambulance 5.0
455,1462.1054012863,Task complete,Ambulance 5.0
456,235.20198855511575,New patient priority A1,Region 6
456,1443.8228559000513,Ambulance dispatched,Ambulance 6.0
456,1473.55110088873,Task complete,Ambulance 6.0
457,140.8252395020204,New patient priority A2,Region 3
457,1453.8594793159757,Ambulance dispatched,Ambulance 3.3
457,1480.7203905934057,Task complete,Ambulance 3.3
458,167.63338797689144,New patient priority A1,Region 4
458,1450.5811360361322,Ambulance dispatched,Ambulance 4.12
458,1480.8297959151014,Task complete,Ambulance 4.12
459,189.99163894544768,New patient priority A2,Region 1
459,1434.3660187713117,Ambulance dispatched,Ambulance 1.9
459,1481.657241747073,Task complete,Ambulance 1.9
460,241.4719837446189,New patient priority A1,Region 5
460,1453.1546070369714,Ambulance dispatched,Ambulance 5.15
460,1483.6497045208669,Task complete,Ambulance 5.15
461,237.44023301859,New patient priority A2,Region 6
461,1473.55110088873,Ambulance dispatched,Ambulance 6.0
461,1504.9229285607196,Task complete,Ambulance 6.0
462,244.32056987334295,New patient priority B,Region 5
462,1483.6497045208669,Ambulance dispatched,Ambulance 5.15
462,1505.3373098064094,Task complete,Ambulance 5.15
463,142.88526478700365,New patient priority B,Region 3
463,1480.7203905934057,Ambulance dispatched,Ambulance 3.3
463,1506.6765505032477,Task complete,Ambulance 3.3
464,151.3829506034343,New patient priority B,Region 4
464,1057.1386890913686,Ambulance dispatched,Ambulance 4.15
464,1511.4519429483537,Task complete,Ambulance 4.15
465,168.69736850530128,New patient priority A2,Region 4
465,1480.8297959151014,Ambulance dispatched,Ambulance 4.12
465,1515.7887476185904,Task complete,Ambulance 4.12
466,242.70088123116278,New patient priority B,Region 5
466,1462.1054012863,Ambulance dispatched,Ambulance 5.0
466,1523.8827391420816,Task complete,Ambulance 5.0
467,95.09564406236154,New patient priority A2,Region 6
467,95.09564406236154,Ambulance dispatched,Ambulance 6.12
467,1528.0930220125695,Task complete,Ambulance 6.12
468,191.34788471693508,New patient priority A1,Region 1
468,1481.657241747073,Ambulance dispatched,Ambulance 1.9
468,1528.1506021288787,Task complete,Ambulance 1.9
469,144.16481032564388,New patient priority B,Region 3
469,1506.6765505032477,Ambulance dispatched,Ambulance 3.3
469,1531.082596656895,Task complete,Ambulance 3.3
470,145.20297553984508,New patient priority B,Region 3
470,1531.082596656895,Ambulance dispatched,Ambulance 3.3
470,1549.4511668411114,Task complete,Ambulance 3.3
471,238.7742881450084,New patient priority A2,Region 6
471,1504.9229285607196,Ambulance dispatched,Ambulance 6.0
471,1551.49301251957,Task complete,Ambulance 6.0
472,192.40826313400927,New patient priority A2,Region 1
472,1528.1506021288787,Ambulance dispatched,Ambulance 1.9
472,1552.0035452385043,Task complete,Ambulance 1.9
473,169.69818679068135,New patient priority A1,Region 4
473,1511.4519429483537,Ambulance dispatched,Ambulance 4.15
473,1552.6850322699415,Task complete,Ambulance 4.15
474,170.7840494901439,New patient priority A2,Region 4
474,1515.7887476185904,Ambulance dispatched,Ambulance 4.12
474,1558.948787675709,Task complete,Ambulance 4.12
475,239.82808704047278,New patient priority A2,Region 6
475,1528.0930220125695,Ambulance dispatched,Ambulance 6.12
475,1563.739249756215,Task complete,Ambulance 6.12
476,246.66857161501267,New patient priority B,Region 5
476,1505.3373098064094,Ambulance dispatched,Ambulance 5.15
476,1570.332663690576,Task complete,Ambulance 5.15
477,146.2093259685469,New patient priority A1,Region 3
477,1549.4511668411114,Ambulance dispatched,Ambulance 3.3
477,1571.3770767129772,Task complete,Ambulance 3.3
478,240.83030126058128,New patient priority B,Region 6
478,1551.49301251957,Ambulance dispatched,Ambulance 6.0
478,1572.2299028055368,Task complete,Ambulance 6.0
479,193.40948321951007,New patient priority A2,Region 1
479,1552.0035452385043,Ambulance dispatched,Ambulance 1.9
479,1574.6521054421603,Task complete,Ambulance 1.9
480,166.20264956811673,New patient priority B,Region 0
480,1228.0969688464377,Ambulance dispatched,Ambulance 0.12
480,1585.6254510499198,Task complete,Ambulance 0.12
481,173.92540750683793,New patient priority A2,Region 4
481,1558.948787675709,Ambulance dispatched,Ambulance 4.12
481,1591.0925226590832,Task complete,Ambulance 4.12
482,255.13259977893867,New patient priority A2,Region 5
482,1570.332663690576,Ambulance dispatched,Ambulance 5.15
482,1595.8663772991358,Task complete,Ambulance 5.15
483,243.2811873905114,New patient priority A2,Region 6
483,1572.2299028055368,Ambulance dispatched,Ambulance 6.0
483,1597.2580718161694,Task complete,Ambulance 6.0
484,194.49911391809948,New patient priority A1,Region 1
484,1574.6521054421603,Ambulance dispatched,Ambulance 1.9
484,1600.6586412819338,Task complete,Ambulance 1.9
485,147.32829599795272,New patient priority A2,Region 3
485,1571.3770767129772,Ambulance dispatched,Ambulance 3.3
485,1608.19341709933,Task complete,Ambulance 3.3
486,176.6158386522205,New patient priority A2,Region 4
486,1591.0925226590832,Ambulance dispatched,Ambulance 4.12
486,1611.7262785753164,Task complete,Ambulance 4.12
487,169.66049338844206,New patient priority A2,Region 0
487,1585.6254510499198,Ambulance dispatched,Ambulance 0.12
487,1612.2259835469083,Task complete,Ambulance 0.12
488,259.27124399405403,New patient priority A2,Region 5
488,1595.8663772991358,Ambulance dispatched,Ambulance 5.15
488,1626.8206588617018,Task complete,Ambulance 5.15
489,180.67524365535348,New patient priority A2,Region 4
489,1611.7262785753164,Ambulance dispatched,Ambulance 4.12
489,1631.4038285244887,Task complete,Ambulance 4.12
490,195.83672854970027,New patient priority B,Region 1
490,1600.6586412819338,Ambulance dispatched,Ambulance 1.9
490,1640.9441247875436,Task complete,Ambulance 1.9
491,261.32623839143685,New patient priority B,Region 5
491,1626.8206588617018,Ambulance dispatched,Ambulance 5.15
491,1651.0857637471404,Task complete,Ambulance 5.15
492,185.67111777381567,New patient priority B,Region 4
492,1631.4038285244887,Ambulance dispatched,Ambulance 4.12
492,1655.1971708020749,Task complete,Ambulance 4.12
493,197.66420591177445,New patient priority B,Region 1
493,1640.9441247875436,Ambulance dispatched,Ambulance 1.9
493,1666.7880684234726,Task complete,Ambulance 1.9
494,262.6042383452524,New patient priority B,Region 5
494,1651.0857637471404,Ambulance dispatched,Ambulance 5.15
494,1669.098523989622,Task complete,Ambulance 5.15
495,189.0318437628345,New patient priority A2,Region 4
495,1655.1971708020749,Ambulance dispatched,Ambulance 4.12
495,1682.6063020699626,Task complete,Ambulance 4.12
496,170.74065551268467,New patient priority A1,Region 0
496,1612.2259835469083,Ambulance dispatched,Ambulance 0.12
496,1685.682831712014,Task complete,Ambulance 0.12
497,200.38178759496347,New patient priority A2,Region 1
497,1666.7880684234726,Ambulance dispatched,Ambulance 1.9
497,1702.7505597245315,Task complete,Ambulance 1.9
498,263.64197410832026,New patient priority A2,Region 5
498,1669.098523989622,Ambulance dispatched,Ambulance 5.15
498,1715.9864555159172,Task complete,Ambulance 5.15
499,172.0575072310158,New patient priority B,Region 0
499,1685.682831712014,Ambulance dispatched,Ambulance 0.12
499,1718.3035201507246,Task complete,Ambulance 0.12
500,190.7280173203747,New patient priority A1,Region 4
500,1682.6063020699626,Ambulance dispatched,Ambulance 4.12
500,1721.3178139988602,Task complete,Ambulance 4.12
501,245.1391057449797,New patient priority A1,Region 6
501,1597.2580718161694,Ambulance dispatched,Ambulance 6.0
501,1734.3293480044222,Task complete,Ambulance 6.0
502,148.72825799511642,New patient priority A1,Region 3
502,1608.19341709933,Ambulance dispatched,Ambulance 3.3
502,1739.5860461210743,Task complete,Ambulance 3.3
503,264.6484837532614,New patient priority A1,Region 5
503,1715.9864555159172,Ambulance dispatched,Ambulance 5.15
503,1740.8885909442936,Task complete,Ambulance 5.15
504,173.84572553258016,New patient priority A2,Region 0
504,1718.3035201507246,Ambulance dispatched,Ambulance 0.12
504,1744.2862499188018,Task complete,Ambulance 0.12
505,172.11344715530208,New patient priority A1,Region 4
505,1552.6850322699415,Ambulance dispatched,Ambulance 4.15
505,1752.1814546956884,Task complete,Ambulance 4.15
506,247.90972160623295,New patient priority B,Region 6
506,1734.3293480044222,Ambulance dispatched,Ambulance 6.0
506,1778.1400477972861,Task complete,Ambulance 6.0
507,265.7681586399245,New patient priority A2,Region 5
507,1740.8885909442936,Ambulance dispatched,Ambulance 5.15
507,1782.0956735468244,Task complete,Ambulance 5.15
508,192.90465683389198,New patient priority A1,Region 4
508,1752.1814546956884,Ambulance dispatched,Ambulance 4.15
508,1785.805997428955,Task complete,Ambulance 4.15
509,204.47646032962413,New patient priority A2,Region 1
509,1702.7505597245315,Ambulance dispatched,Ambulance 1.9
509,1794.0178909582958,Task complete,Ambulance 1.9
510,250.2419293735924,New patient priority A1,Region 5
510,1523.8827391420816,Ambulance dispatched,Ambulance 5.0
510,1794.2035399825045,Task complete,Ambulance 5.0
511,176.4944657915436,New patient priority A1,Region 0
511,1744.2862499188018,Ambulance dispatched,Ambulance 0.12
511,1795.785622093827,Task complete,Ambulance 0.12
512,150.67271385211836,New patient priority A1,Region 3
512,1739.5860461210743,Ambulance dispatched,Ambulance 3.3
512,1797.8299050260896,Task complete,Ambulance 3.3
513,267.16958912508375,New patient priority B,Region 5
513,1782.0956735468244,Ambulance dispatched,Ambulance 5.15
513,1807.0825559212944,Task complete,Ambulance 5.15
514,252.07176533757033,New patient priority B,Region 6
514,1778.1400477972861,Ambulance dispatched,Ambulance 6.0
514,1822.638845186289,Task complete,Ambulance 6.0
515,269.1167853232509,New patient priority A1,Region 5
515,1794.2035399825045,Ambulance dispatched,Ambulance 5.0
515,1822.9404951395209,Task complete,Ambulance 5.0
516,153.592350495303,New patient priority B,Region 3
516,1797.8299050260896,Ambulance dispatched,Ambulance 3.3
516,1823.1100644399728,Task complete,Ambulance 3.3
517,209.46753151884224,New patient priority A1,Region 1
517,1794.0178909582958,Ambulance dispatched,Ambulance 1.9
517,1831.5803664381017,Task complete,Ambulance 1.9
518,272.04109684709385,New patient priority A1,Region 5
518,1807.0825559212944,Ambulance dispatched,Ambulance 5.15
518,1831.8105537290255,Task complete,Ambulance 5.15
519,281.2851464370395,New patient priority A1,Region 5
519,1831.8105537290255,Ambulance dispatched,Ambulance 5.15
519,1867.5018209525415,Task complete,Ambulance 5.15
520,180.49871643274022,New patient priority B,Region 0
520,1795.785622093827,Ambulance dispatched,Ambulance 0.12
520,1876.6863494914687,Task complete,Ambulance 0.12
521,284.1885598134605,New patient priority B,Region 5
521,1867.5018209525415,Ambulance dispatched,Ambulance 5.15
521,1893.803010644313,Task complete,Ambulance 5.15
522,276.3864859226202,New patient priority A1,Region 5
522,1822.9404951395209,Ambulance dispatched,Ambulance 5.0
522,1894.04252068762,Task complete,Ambulance 5.0
523,191.89438811735135,New patient priority A1,Region 4
523,1721.3178139988602,Ambulance dispatched,Ambulance 4.12
523,1896.9649867933244,Task complete,Ambulance 4.12
524,185.49841302676896,New patient priority B,Region 0
524,1876.6863494914687,Ambulance dispatched,Ambulance 0.12
524,1899.9934635071138,Task complete,Ambulance 0.12
525,195.12217212926888,New patient priority A1,Region 4
525,1896.9649867933244,Ambulance dispatched,Ambulance 4.12
525,1915.794617402917,Task complete,Ambulance 4.12
526,188.94884915095798,New patient priority A1,Region 0
526,1899.9934635071138,Ambulance dispatched,Ambulance 0.12
526,1918.477666190546,Task complete,Ambulance 0.12
527,72.14514432162676,New patient priority A2,Region 1
527,93.28296243199006,Ambulance dispatched,Ambulance 1.3
527,1926.9225476371787,Task complete,Ambulance 1.3
528,241.92741480512572,New patient priority A1,Region 6
528,1563.739249756215,Ambulance dispatched,Ambulance 6.12
528,1933.0026953742213,Task complete,Ambulance 6.12
529,285.72836235255215,New patient priority A1,Region 5
529,1893.803010644313,Ambulance dispatched,Ambulance 5.15
529,1936.3859000323582,Task complete,Ambulance 5.15
530,196.66537992036533,New patient priority A2,Region 4
530,1915.794617402917,Ambulance dispatched,Ambulance 4.12
530,1940.6346394760103,Task complete,Ambulance 4.12
531,260.24306131138087,New patient priority B,Region 6
531,1933.0026953742213,Ambulance dispatched,Ambulance 6.12
531,1957.8624849026758,Task complete,Ambulance 6.12
532,214.44636519217983,New patient priority A1,Region 1
532,1926.9225476371787,Ambulance dispatched,Ambulance 1.3
532,1959.3174067965483,Task complete,Ambulance 1.3
533,190.67872362857972,New patient priority A1,Region 0
533,1918.477666190546,Ambulance dispatched,Ambulance 0.12
533,1960.110112111435,Task complete,Ambulance 0.12
534,287.84772023867566,New patient priority A1,Region 5
534,1936.3859000323582,Ambulance dispatched,Ambulance 5.15
534,1965.0371804735667,Task complete,Ambulance 5.15
535,261.8799140722608,New patient priority A1,Region 6
535,1957.8624849026758,Ambulance dispatched,Ambulance 6.12
535,1978.8819209178373,Task complete,Ambulance 6.12
536,191.85569335797015,New patient priority A2,Region 0
536,1960.110112111435,Ambulance dispatched,Ambulance 0.12
536,1981.1235414721755,Task complete,Ambulance 0.12
537,215.60616916186305,New patient priority B,Region 1
537,1959.3174067965483,Ambulance dispatched,Ambulance 1.3
537,1994.4505574333755,Task complete,Ambulance 1.3
538,288.89518295022845,New patient priority B,Region 5
538,1965.0371804735667,Ambulance dispatched,Ambulance 5.15
538,1994.718429300471,Task complete,Ambulance 5.15
